18:10.0	47.921	-17.03	414.41203	0.024938	0.084735	0.013533
18:20.0	48.167	-16.179	414.546197	0.024243	0.085583	0.013284
18:30.0	48.406	-15.318	414.677845	0.023536	0.086421	0.01303
18:40.0	48.638	-14.45	414.806923	0.022817	0.087249	0.012771
18:50.0	48.863	-13.573	414.933382	0.022085	0.088065	0.012507
19:00.0	49.08	-12.688	415.057174	0.021341	0.088867	0.012238
19:10.0	49.29	-11.796	415.178254	0.020586	0.089654	0.011964
19:20.0	49.492	-10.895	415.296576	0.019818	0.090424	0.011687
19:30.0	49.687	-9.987	415.412096	0.01904	0.091176	0.011405
19:40.0	49.873	-9.071	415.524773	0.018249	0.091908	0.011119
19:50.0	50.052	-8.148	415.634567	0.017448	0.092619	0.010828
20:00.0	50.223	-7.219	415.741438	0.016637	0.093307	0.010534
20:10.0	50.385	-6.282	415.845349	0.015814	0.09397	0.010237
20:20.0	50.539	-5.339	415.946264	0.014982	0.094607	0.009936
20:30.0	50.685	-4.39	416.044149	0.014141	0.095217	0.009631
20:40.0	50.822	-3.434	416.138971	0.013289	0.095797	0.009324
20:50.0	50.951	-2.473	416.230699	0.01243	0.096347	0.009013
21:00.0	51.071	-1.507	416.319304	0.011562	0.096865	0.0087
21:10.0	51.182	-0.536	416.404757	0.010686	0.097349	0.008383
21:20.0	51.285	0.44	416.487033	0.009802	0.097799	0.008065
21:30.0	51.378	1.42	416.566106	0.008912	0.098213	0.007743
21:40.0	51.463	2.405	416.641954	0.008016	0.09859	0.00742
21:50.0	51.539	3.393	416.714556	0.007114	0.098929	0.007095
22:00.0	51.605	4.384	416.783892	0.006207	0.099229	0.006767
22:10.0	51.663	5.377	416.849943	0.005296	0.099489	0.006438
22:20.0	51.711	6.374	416.912694	0.00438	0.099709	0.006108
22:30.0	51.751	7.372	416.972131	0.003462	0.099887	0.005776
22:40.0	51.781	8.372	417.028239	0.002541	0.100024	0.005443
22:50.0	51.801	9.373	417.081009	0.001618	0.100118	0.005109
23:00.0	51.813	10.374	417.13043	0.000695	0.10017	0.004774
23:10.0	51.815	11.376	417.176494	-0.00023	0.100179	0.004438
23:20.0	51.808	12.378	417.219197	-0.001154	0.100146	0.004102
23:30.0	51.792	13.38	417.258532	-0.002077	0.10007	0.003765
23:40.0	51.767	14.38	417.294499	-0.002999	0.099952	0.003428
23:50.0	51.732	15.379	417.327095	-0.003918	0.099792	0.003092
24:00.0	51.688	16.376	417.356321	-0.004835	0.09959	0.002755
24:10.0	51.635	17.371	417.382181	-0.005748	0.099348	0.002419
24:20.0	51.573	18.364	417.404677	-0.006656	0.099065	0.002083
24:30.0	51.502	19.353	417.423816	-0.00756	0.098743	0.001748
24:40.0	51.422	20.339	417.439606	-0.008459	0.098383	0.001414
24:50.0	51.333	21.321	417.452055	-0.009352	0.097985	0.00108
25:00.0	51.235	22.299	417.461175	-0.010238	0.09755	0.000748
25:10.0	51.128	23.272	417.466978	-0.011117	0.097081	0.000418
25:20.0	51.012	24.241	417.469478	-0.011988	0.096577	0.000088
25:30.0	50.888	25.204	417.468691	-0.012851	0.096041	-0.000239
25:40.0	50.755	26.162	417.464634	-0.013705	0.095474	-0.000565
25:50.0	50.614	27.114	417.457328	-0.014551	0.094877	-0.000889
26:00.0	50.464	28.06	417.446791	-0.015387	0.094252	-0.00121
26:10.0	50.306	28.999	417.433048	-0.016213	0.093599	-0.00153
26:20.0	50.14	29.932	417.416121	-0.017029	0.092922	-0.001847
26:30.0	49.965	30.858	417.396037	-0.017834	0.092221	-0.002161
26:40.0	49.783	31.777	417.372821	-0.018628	0.091498	-0.002472
26:50.0	49.592	32.688	417.346504	-0.019412	0.090754	-0.002781
27:00.0	49.394	33.592	417.317115	-0.020183	0.089991	-0.003086
27:10.0	49.188	34.488	417.284685	-0.020944	0.089211	-0.003388
27:20.0	48.975	35.376	417.249249	-0.021692	0.088416	-0.003687
27:30.0	48.754	36.257	417.21084	-0.022428	0.087605	-0.003982
